,title,year,vote_count,vote_average,popularity,genres,overview
536,Blade Runner,1982,3833,7,96.272374,"['Science Fiction', 'Drama', 'Thriller']","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans."
42121,Raw,2016,451,7,14.320893,"['Drama', 'Horror']","In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form."
41976,The Lego Batman Movie,2017,1473,7,17.070748,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']","In the irreverent spirit of fun that made “The Lego Movie” a worldwide phenomenon, the self-described leading man of that ensemble—Lego Batman—stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker’s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up."
423,A Bronx Tale,1993,447,7,6.115628,"['Drama', 'Crime']","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl."
426,Carlito's Way,1993,805,7,8.698509,"['Action', 'Crime', 'Drama', 'Thriller']","A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC."
436,Dazed and Confused,1993,588,7,6.8652,"['Comedy', 'Drama']","The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge."
452,The Fugitive,1993,1240,7,10.08937,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']","Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late."
41654,The Founder,2016,855,7,17.523343,"['Drama', 'History']","The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire."
475,Jurassic Park,1993,4956,7,8.863776,"['Adventure', 'Science Fiction']","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
495,Mrs. Doubtfire,1993,1638,7,11.16553,"['Comedy', 'Drama', 'Family']","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start."
503,Philadelphia,1993,1019,7,13.373006,['Drama'],No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.
41540,Hidden Figures,2016,2178,7,16.816834,['Drama'],"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big."
546,The Nightmare Before Christmas,1993,2135,7,17.730913,"['Fantasy', 'Animation', 'Family']","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans."
600,Fargo,1996,2080,7,12.61469,"['Crime', 'Drama', 'Thriller']","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
548,Tombstone,1993,632,7,11.338194,"['Action', 'Adventure', 'Drama', 'History', 'Western']","Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town."
550,True Romance,1993,762,7,17.189328,"['Action', 'Thriller', 'Crime', 'Romance']","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it."
579,Home Alone,1990,2487,7,0.702543,"['Comedy', 'Family']","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before."
41492,Split,2016,4461,7,28.920839,"['Horror', 'Thriller']","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart."
581,Aladdin,1992,3495,7,16.357419,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']","Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land."
582,Terminator 2: Judgment Day,1991,4274,7,22.661695,"['Action', 'Thriller', 'Science Fiction']","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah."
583,Dances with Wolves,1990,1084,7,11.654349,"['Adventure', 'Drama', 'Western']","Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe."
585,Batman,1989,2145,7,19.10673,"['Fantasy', 'Action']","The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld."
41489,Rogue One: A Star Wars Story,2016,5111,7,36.567575,"['Action', 'Adventure', 'Science Fiction']",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.
588,Beauty and the Beast,1991,3029,7,23.433511,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."
